game	date	hour	nb_streamer	nb_spec
Battlefield	31-oct-11	5	64	1960
Battlefield	31-oct-11	6	56	1690
Battlefield	31-oct-11	7	49	1439
Battlefield	31-oct-11	8	38	1365
Battlefield	31-oct-11	9	30	704
Battlefield	31-oct-11	10	32	727
Battlefield	31-oct-11	11	29	681
Battlefield	31-oct-11	12	33	914
Battlefield	31-oct-11	13	38	963
Battlefield	31-oct-11	14	38	1263
Battlefield	31-oct-11	15	38	1353
Battlefield	31-oct-11	16	39	1429
Battlefield	31-oct-11	17	50	1313
Battlefield	31-oct-11	18	60	1700
Battlefield	31-oct-11	19	65	1735
Battlefield	31-oct-11	20	73	2573
Battlefield	31-oct-11	21	73	4364
Battlefield	31-oct-11	22	72	4342
Battlefield	31-oct-11	23	68	1810
Battlefield	01-nov-11	0	63	1826
Battlefield	01-nov-11	1	64	1586
Battlefield	01-nov-11	2	71	1664
Battlefield	01-nov-11	3	66	2031
Battlefield	01-nov-11	4	55	1451
Battlefield	01-nov-11	5	44	1163
Battlefield	01-nov-11	6	41	1076
Battlefield	01-nov-11	7	36	1067
Battlefield	01-nov-11	8	28	754
Battlefield	01-nov-11	9	32	847
Battlefield	01-nov-11	10	29	740
Battlefield	01-nov-11	11	26	717
Battlefield	01-nov-11	12	31	865
Battlefield	01-nov-11	13	33	1114
Battlefield	01-nov-11	14	38	1193
Battlefield	01-nov-11	15	49	1960
Battlefield	01-nov-11	16	42	1799
Battlefield	03-nov-11	15	35	812
Battlefield	03-nov-11	16	43	1223
Battlefield	03-nov-11	17	44	1237
Battlefield	03-nov-11	18	56	1084
Battlefield	03-nov-11	19	60	1264
Battlefield	03-nov-11	20	69	1510
Battlefield	03-nov-11	21	69	1527
Battlefield	03-nov-11	22	76	1934
Battlefield	03-nov-11	23	81	1725
Battlefield	04-nov-11	0	88	1511
Battlefield	04-nov-11	1	74	1366
Battlefield	04-nov-11	2	61	1582
Battlefield	04-nov-11	3	57	1641
Battlefield	04-nov-11	4	67	1851
Battlefield	04-nov-11	5	59	1632
Battlefield	04-nov-11	6	52	1412
Battlefield	04-nov-11	7	37	815
Battlefield	04-nov-11	8	26	520
Battlefield	04-nov-11	9	25	470
Battlefield	04-nov-11	10	20	373
Battlefield	04-nov-11	11	22	403
Battlefield	04-nov-11	12	24	405
Battlefield	04-nov-11	13	30	525
Battlefield	04-nov-11	14	33	576
Battlefield	04-nov-11	15	39	793
Battlefield	04-nov-11	16	41	891
Battlefield	04-nov-11	17	45	968
Battlefield	04-nov-11	18	44	831
Battlefield	04-nov-11	19	43	836
Battlefield	04-nov-11	20	51	959
Battlefield	04-nov-11	21	66	929
Battlefield	04-nov-11	22	61	1157
Battlefield	04-nov-11	23	65	1247
Battlefield	05-nov-11	0	76	1396
Battlefield	05-nov-11	1	67	1469
Battlefield	05-nov-11	2	67	1660
Battlefield	05-nov-11	3	65	1517
Battlefield	05-nov-11	4	65	1592
Battlefield	05-nov-11	5	76	1627
Battlefield	05-nov-11	6	66	1285
Battlefield	05-nov-11	7	58	1061
Battlefield	05-nov-11	8	46	994
Battlefield	05-nov-11	9	40	889
Battlefield	05-nov-11	10	40	746
Battlefield	05-nov-11	11	35	621
Battlefield	05-nov-11	12	37	651
Battlefield	05-nov-11	13	39	834
Battlefield	05-nov-11	14	39	794
Battlefield	05-nov-11	15	39	649
Battlefield	05-nov-11	16	43	724
Battlefield	05-nov-11	17	52	789
Battlefield	05-nov-11	18	64	1148
Battlefield	05-nov-11	19	64	1282
Battlefield	05-nov-11	20	58	1735
Battlefield	05-nov-11	21	67	1731
Battlefield	05-nov-11	22	63	1494
Battlefield	05-nov-11	23	79	1271
Battlefield	06-nov-11	0	77	1464
Battlefield	06-nov-11	1	66	1476
Battlefield	06-nov-11	2	75	1698
Battlefield	06-nov-11	3	72	1878
Battlefield	06-nov-11	4	79	1836
Battlefield	06-nov-11	5	72	2446
Battlefield	06-nov-11	6	60	1993
Battlefield	06-nov-11	7	58	1737
Battlefield	06-nov-11	8	44	1122
Battlefield	06-nov-11	9	41	1118
Battlefield	06-nov-11	10	35	819
Battlefield	06-nov-11	11	30	865
Battlefield	06-nov-11	12	31	852
Battlefield	06-nov-11	13	32	800
Battlefield	06-nov-11	14	39	776
Battlefield	06-nov-11	15	39	1025
Battlefield	06-nov-11	16	45	1239
Battlefield	06-nov-11	17	42	1251
Battlefield	06-nov-11	18	56	1327
Battlefield	06-nov-11	19	61	1276
Battlefield	06-nov-11	20	54	1054
Battlefield	06-nov-11	21	58	1062
Battlefield	06-nov-11	22	60	1248
Battlefield	06-nov-11	23	55	1350
Battlefield	07-nov-11	0	51	1195
Battlefield	07-nov-11	1	49	1196
Battlefield	07-nov-11	2	56	1308
Battlefield	07-nov-11	3	53	1212
Battlefield	07-nov-11	4	46	1078
Battlefield	07-nov-11	5	47	805
Battlefield	07-nov-11	6	57	706
Battlefield	07-nov-11	7	48	714
Battlefield	07-nov-11	8	42	721
Battlefield	07-nov-11	9	41	884
Battlefield	07-nov-11	10	32	669
Battlefield	07-nov-11	11	27	516
Battlefield	07-nov-11	12	25	459
Battlefield	07-nov-11	13	22	551
Battlefield	07-nov-11	14	21	474
Battlefield	07-nov-11	15	27	611
Battlefield	07-nov-11	16	33	583
Battlefield	07-nov-11	17	31	804
Battlefield	07-nov-11	18	28	1065
Battlefield	07-nov-11	19	34	1012
Battlefield	07-nov-11	20	44	924
Battlefield	07-nov-11	21	40	1017
Battlefield	07-nov-11	22	39	1077
Battlefield	07-nov-11	23	40	938
Battlefield	08-nov-11	0	42	1004
Battlefield	08-nov-11	1	44	830
Battlefield	08-nov-11	2	46	771
Battlefield	08-nov-11	3	39	827
Battlefield	08-nov-11	4	37	740
Battlefield	08-nov-11	5	45	908
Battlefield	08-nov-11	6	48	996
Battlefield	08-nov-11	7	47	777
Battlefield	08-nov-11	8	43	647
Battlefield	08-nov-11	9	32	480
Battlefield	08-nov-11	10	32	370
Battlefield	08-nov-11	11	28	334
Battlefield	08-nov-11	12	36	434
Battlefield	08-nov-11	13	25	478
Battlefield	08-nov-11	14	31	528
Battlefield	08-nov-11	15	26	591
Battlefield	08-nov-11	16	27	594
Battlefield	08-nov-11	17	35	691
Battlefield	08-nov-11	18	38	573
Battlefield	08-nov-11	19	40	596
Battlefield	08-nov-11	20	36	531
Battlefield	08-nov-11	21	38	526
Battlefield	08-nov-11	22	43	578
Battlefield	08-nov-11	23	38	515
Battlefield	09-nov-11	0	40	493
Battlefield	09-nov-11	1	42	431
Battlefield	09-nov-11	2	43	456
Battlefield	09-nov-11	3	48	587
Battlefield	09-nov-11	4	35	434
Battlefield	09-nov-11	5	57	532
Battlefield	09-nov-11	6	45	596
Battlefield	09-nov-11	7	45	586
Battlefield	09-nov-11	8	38	456
Battlefield	09-nov-11	9	29	599
Battlefield	09-nov-11	10	27	195
Battlefield	09-nov-11	11	26	198
Battlefield	09-nov-11	12	26	530
Battlefield	09-nov-11	13	19	441
Battlefield	09-nov-11	14	16	352
Battlefield	09-nov-11	15	15	382
Battlefield	09-nov-11	16	24	458
Battlefield	09-nov-11	17	26	476
Battlefield	09-nov-11	18	30	557
Battlefield	09-nov-11	19	28	664
Battlefield	09-nov-11	20	34	589
Battlefield	09-nov-11	21	38	1592
Battlefield	09-nov-11	22	38	1527
Battlefield	09-nov-11	23	40	1303
Battlefield	10-nov-11	0	39	579
Battlefield	10-nov-11	1	43	593
Battlefield	10-nov-11	2	44	399
Battlefield	10-nov-11	3	42	379
Battlefield	10-nov-11	4	40	346
Battlefield	10-nov-11	5	43	457
Battlefield	10-nov-11	6	40	546
Battlefield	10-nov-11	7	38	571
Battlefield	10-nov-11	8	35	541
Battlefield	10-nov-11	9	31	276
Battlefield	10-nov-11	10	27	300
Battlefield	10-nov-11	11	18	336
Battlefield	10-nov-11	12	15	344
Battlefield	10-nov-11	13	14	348
Battlefield	10-nov-11	14	19	424
Battlefield	10-nov-11	15	22	398
Battlefield	10-nov-11	16	20	490
Battlefield	10-nov-11	17	24	545
Battlefield	10-nov-11	18	24	386
Battlefield	10-nov-11	19	19	371
Battlefield	10-nov-11	20	23	513
Battlefield	10-nov-11	21	25	681
Battlefield	10-nov-11	22	30	884
Battlefield	10-nov-11	23	34	748
Battlefield	11-nov-11	0	37	798
Battlefield	11-nov-11	1	37	753
Battlefield	11-nov-11	2	36	564
Battlefield	11-nov-11	3	38	650
Battlefield	11-nov-11	4	33	678
Battlefield	11-nov-11	5	35	700
Battlefield	11-nov-11	6	42	306
Battlefield	11-nov-11	7	44	394
Battlefield	11-nov-11	8	34	202
Battlefield	11-nov-11	9	21	123
Battlefield	11-nov-11	10	19	138
Battlefield	11-nov-11	11	23	156
Battlefield	11-nov-11	12	21	271
Battlefield	11-nov-11	13	21	345
Battlefield	11-nov-11	14	18	355
Battlefield	11-nov-11	15	22	454
Battlefield	11-nov-11	16	25	569
Battlefield	11-nov-11	17	29	627
Battlefield	11-nov-11	18	40	788
Battlefield	11-nov-11	19	30	267
Battlefield	11-nov-11	20	28	273
Battlefield	11-nov-11	21	32	433
Battlefield	11-nov-11	22	40	406
Battlefield	11-nov-11	23	33	444
Battlefield	12-nov-11	0	36	304
Battlefield	12-nov-11	1	36	351
Battlefield	12-nov-11	2	29	338
Battlefield	12-nov-11	3	37	629
Battlefield	12-nov-11	4	37	965
Battlefield	12-nov-11	5	33	607
Battlefield	12-nov-11	6	32	262
Battlefield	12-nov-11	7	26	1199
Battlefield	12-nov-11	8	23	1052
Battlefield	12-nov-11	9	20	296
Battlefield	12-nov-11	10	18	291
Battlefield	12-nov-11	11	17	169
Battlefield	12-nov-11	12	17	184
Battlefield	12-nov-11	13	21	163
Battlefield	12-nov-11	14	23	197
Battlefield	12-nov-11	15	26	281
Battlefield	12-nov-11	16	27	272
Battlefield	12-nov-11	17	28	306
Battlefield	12-nov-11	18	27	275
Battlefield	12-nov-11	19	29	382
Battlefield	12-nov-11	20	39	408
Battlefield	12-nov-11	21	28	322
Battlefield	12-nov-11	22	31	340
Battlefield	12-nov-11	23	30	260
Battlefield	13-nov-11	0	35	347
Battlefield	13-nov-11	1	38	583
Battlefield	13-nov-11	2	36	702
Battlefield	13-nov-11	3	26	209
Battlefield	13-nov-11	4	23	120
Battlefield	13-nov-11	5	33	829
Battlefield	13-nov-11	6	28	271
Battlefield	13-nov-11	7	32	155
Battlefield	13-nov-11	8	31	168
Battlefield	13-nov-11	12	16	293
Battlefield	13-nov-11	13	22	434
Battlefield	13-nov-11	14	22	365
Battlefield	13-nov-11	15	29	341
Battlefield	13-nov-11	16	29	372
Battlefield	13-nov-11	17	32	725
Battlefield	13-nov-11	18	35	670
Battlefield	13-nov-11	19	29	918
Battlefield	13-nov-11	20	40	669
Battlefield	13-nov-11	21	43	585
Battlefield	13-nov-11	22	37	711
Battlefield	13-nov-11	23	22	357
Battlefield	14-nov-11	0	28	310
Battlefield	14-nov-11	1	28	282
Battlefield	14-nov-11	2	28	480
Battlefield	14-nov-11	3	27	476
Battlefield	14-nov-11	4	21	181
Battlefield	14-nov-11	5	19	162
Battlefield	14-nov-11	6	19	170
Battlefield	14-nov-11	7	17	143
Battlefield	14-nov-11	8	14	187
Battlefield	14-nov-11	9	13	105
Battlefield	14-nov-11	10	14	92
Battlefield	14-nov-11	11	14	92
Battlefield	14-nov-11	12	16	485
Battlefield	14-nov-11	13	19	371
Battlefield	14-nov-11	14	22	393
Battlefield	14-nov-11	15	28	455
Battlefield	14-nov-11	16	25	480
Battlefield	14-nov-11	17	19	478
Battlefield	14-nov-11	18	21	458
Battlefield	14-nov-11	19	26	418
Battlefield	14-nov-11	20	22	427
Battlefield	14-nov-11	21	33	593
Battlefield	14-nov-11	22	36	549
Battlefield	14-nov-11	23	37	662
Battlefield	15-nov-11	0	37	636
Battlefield	15-nov-11	1	27	291
Battlefield	15-nov-11	2	29	476
Battlefield	15-nov-11	3	32	394
Battlefield	15-nov-11	4	30	318
Battlefield	15-nov-11	5	25	303
Battlefield	15-nov-11	6	15	338
Battlefield	15-nov-11	7	8	213
Battlefield	15-nov-11	8	9	201
Battlefield	15-nov-11	9	12	205
Battlefield	15-nov-11	10	10	216
Battlefield	15-nov-11	11	16	232
Battlefield	15-nov-11	12	18	291
Battlefield	15-nov-11	13	19	373
Battlefield	15-nov-11	14	19	415
Battlefield	15-nov-11	15	25	438
Battlefield	15-nov-11	16	22	298
Battlefield	15-nov-11	17	21	328
Battlefield	15-nov-11	18	22	404
Battlefield	15-nov-11	19	21	523
Battlefield	15-nov-11	20	25	651
Battlefield	15-nov-11	21	22	342
Battlefield	15-nov-11	22	25	335
Battlefield	15-nov-11	23	24	355
Battlefield	16-nov-11	0	32	423
Battlefield	16-nov-11	1	31	605
Battlefield	16-nov-11	2	27	545
Battlefield	16-nov-11	3	24	554
Battlefield	16-nov-11	4	27	239
Battlefield	16-nov-11	5	27	285
Battlefield	16-nov-11	6	20	275
Battlefield	16-nov-11	7	17	148
Battlefield	16-nov-11	8	15	191
Battlefield	16-nov-11	9	13	173
Battlefield	16-nov-11	10	15	197
Battlefield	16-nov-11	11	11	237
Battlefield	16-nov-11	12	13	207
Battlefield	16-nov-11	13	15	271
Battlefield	16-nov-11	14	20	290
Battlefield	16-nov-11	15	19	314
Battlefield	16-nov-11	16	17	343
Battlefield	16-nov-11	17	19	416
Battlefield	16-nov-11	18	22	349
Battlefield	16-nov-11	19	20	365
Battlefield	16-nov-11	20	24	297
Battlefield	16-nov-11	21	27	320
Battlefield	16-nov-11	22	33	396
Battlefield	16-nov-11	23	22	235
Battlefield	17-nov-11	0	25	247
Battlefield	17-nov-11	1	26	255
Battlefield	17-nov-11	2	27	302
Battlefield	17-nov-11	3	34	302
Battlefield	17-nov-11	4	29	299
Battlefield	17-nov-11	5	26	234
Battlefield	17-nov-11	6	29	244
Battlefield	17-nov-11	7	28	324
Battlefield	17-nov-11	8	25	237
Battlefield	17-nov-11	9	19	301
Battlefield	17-nov-11	10	20	252
Battlefield	17-nov-11	11	21	266
Battlefield	17-nov-11	12	23	289
Battlefield	17-nov-11	13	23	676
Battlefield	17-nov-11	14	19	586
Battlefield	17-nov-11	15	22	534
Battlefield	17-nov-11	16	20	544
Battlefield	17-nov-11	17	19	504
Battlefield	17-nov-11	18	18	372
Battlefield	17-nov-11	19	23	532
Battlefield	17-nov-11	20	28	473
Battlefield	17-nov-11	21	27	634
Battlefield	17-nov-11	22	33	488
Battlefield	17-nov-11	23	35	355
Battlefield	18-nov-11	0	37	515
Battlefield	18-nov-11	1	37	655
Battlefield	18-nov-11	2	38	671
Battlefield	18-nov-11	3	42	737
Battlefield	18-nov-11	4	35	921
Battlefield	18-nov-11	5	28	798
Battlefield	18-nov-11	6	25	244
Battlefield	18-nov-11	7	12	172
Battlefield	18-nov-11	8	12	164
Battlefield	18-nov-11	9	11	222
Battlefield	18-nov-11	10	10	140
Battlefield	18-nov-11	11	9	173
Battlefield	18-nov-11	12	9	150
Battlefield	18-nov-11	13	20	215
Battlefield	18-nov-11	14	25	455
Battlefield	18-nov-11	15	18	726
Battlefield	18-nov-11	16	19	1096
Battlefield	18-nov-11	17	21	517
Battlefield	18-nov-11	18	19	707
Battlefield	18-nov-11	19	20	843
Battlefield	18-nov-11	20	27	334
Battlefield	18-nov-11	21	27	358
Battlefield	18-nov-11	22	20	304
Battlefield	18-nov-11	23	24	388
Battlefield	19-nov-11	0	31	585
Battlefield	19-nov-11	1	31	269
Battlefield	19-nov-11	2	35	295
Battlefield	19-nov-11	3	30	284
Battlefield	19-nov-11	4	25	257
Battlefield	19-nov-11	5	30	242
Battlefield	19-nov-11	6	30	188
Battlefield	19-nov-11	7	27	179
Battlefield	19-nov-11	8	21	161
Battlefield	19-nov-11	9	16	176
Battlefield	19-nov-11	10	15	259
Battlefield	19-nov-11	11	18	300
Battlefield	19-nov-11	12	18	138
Battlefield	19-nov-11	13	26	191
Battlefield	19-nov-11	14	26	221
Battlefield	19-nov-11	15	30	299
Battlefield	19-nov-11	16	25	488
Battlefield	19-nov-11	17	27	366
Battlefield	19-nov-11	18	21	347
Battlefield	19-nov-11	19	28	351
Battlefield	19-nov-11	20	27	310
Battlefield	19-nov-11	21	31	421
Battlefield	19-nov-11	22	34	440
Battlefield	19-nov-11	23	24	277
Battlefield	20-nov-11	0	22	319
Battlefield	20-nov-11	1	21	259
Battlefield	20-nov-11	2	26	400
Battlefield	20-nov-11	3	23	237
Battlefield	20-nov-11	4	24	230
Battlefield	20-nov-11	5	21	214
Battlefield	20-nov-11	6	17	186
Battlefield	20-nov-11	7	17	202
Battlefield	20-nov-11	8	17	258
Battlefield	20-nov-11	9	17	256
Battlefield	20-nov-11	10	17	329
Battlefield	20-nov-11	11	17	267
Battlefield	20-nov-11	12	17	313
Battlefield	20-nov-11	13	18	284
Battlefield	20-nov-11	14	20	337
Battlefield	20-nov-11	15	21	339
Battlefield	20-nov-11	16	20	314
Battlefield	20-nov-11	17	17	287
Battlefield	20-nov-11	18	19	259
Battlefield	20-nov-11	19	18	373
Battlefield	20-nov-11	20	23	317
Battlefield	20-nov-11	21	30	272
Battlefield	20-nov-11	22	31	249
Battlefield	20-nov-11	23	22	268
Battlefield	21-nov-11	0	21	230
Battlefield	21-nov-11	1	20	259
Battlefield	21-nov-11	2	20	322
Battlefield	21-nov-11	3	25	396
Battlefield	21-nov-11	4	23	312
Battlefield	21-nov-11	5	16	225
Battlefield	21-nov-11	6	13	217
Battlefield	21-nov-11	7	13	222
Battlefield	21-nov-11	8	12	219
Battlefield	21-nov-11	9	14	226
Battlefield	21-nov-11	10	15	266
Battlefield	21-nov-11	11	16	227
Battlefield	21-nov-11	12	21	266
Battlefield	21-nov-11	13	25	256
Battlefield	21-nov-11	14	29	504
Battlefield	21-nov-11	15	20	393
Battlefield	21-nov-11	16	20	424
Battlefield	21-nov-11	17	19	515
Battlefield	21-nov-11	18	16	529
Battlefield	21-nov-11	19	24	536
Battlefield	21-nov-11	20	26	653
Battlefield	21-nov-11	21	28	648
Battlefield	21-nov-11	22	29	616
Battlefield	21-nov-11	23	36	553
Battlefield	22-nov-11	0	33	399
Battlefield	22-nov-11	1	31	341
Battlefield	22-nov-11	2	27	181
Battlefield	22-nov-11	3	27	194
Battlefield	22-nov-11	4	22	299
Battlefield	22-nov-11	5	21	355
Battlefield	22-nov-11	6	18	311
Battlefield	22-nov-11	7	15	216
Battlefield	22-nov-11	8	8	143
Battlefield	22-nov-11	9	15	151
Battlefield	22-nov-11	10	16	216
Battlefield	22-nov-11	11	17	208
Battlefield	22-nov-11	12	21	307
Battlefield	22-nov-11	13	22	326
Battlefield	22-nov-11	14	27	425
Battlefield	22-nov-11	15	31	482
Battlefield	22-nov-11	16	27	561
Battlefield	22-nov-11	17	26	387
Battlefield	22-nov-11	18	27	379
Battlefield	22-nov-11	19	29	466
Battlefield	22-nov-11	20	23	570
Battlefield	22-nov-11	21	29	512
Battlefield	22-nov-11	22	35	493
Battlefield	22-nov-11	23	38	519
Battlefield	23-nov-11	0	29	314
Battlefield	23-nov-11	1	32	305
Battlefield	23-nov-11	2	32	276
Battlefield	23-nov-11	3	30	300
Battlefield	23-nov-11	4	35	305
Battlefield	23-nov-11	5	23	259
Battlefield	23-nov-11	6	29	288
Battlefield	23-nov-11	7	23	194
Battlefield	23-nov-11	8	20	253
Battlefield	23-nov-11	9	12	194
Battlefield	23-nov-11	10	14	197
Battlefield	23-nov-11	11	19	259
Battlefield	23-nov-11	12	13	171
Battlefield	23-nov-11	13	14	179
Battlefield	23-nov-11	14	16	267
Battlefield	23-nov-11	15	20	312
Battlefield	23-nov-11	16	18	507
Battlefield	23-nov-11	17	26	581
Battlefield	23-nov-11	18	29	712
Battlefield	23-nov-11	19	22	592
Battlefield	23-nov-11	20	25	591
Battlefield	23-nov-11	21	21	605
Battlefield	23-nov-11	22	27	672
Battlefield	23-nov-11	23	30	451
Battlefield	24-nov-11	0	28	317
Battlefield	24-nov-11	1	30	361
Battlefield	24-nov-11	2	34	364
Battlefield	24-nov-11	3	26	382
Battlefield	24-nov-11	4	26	385
Battlefield	24-nov-11	5	28	433
Battlefield	24-nov-11	6	28	376
Battlefield	24-nov-11	7	24	266
Battlefield	24-nov-11	8	21	244
Battlefield	24-nov-11	9	21	258
Battlefield	24-nov-11	10	19	277
Battlefield	24-nov-11	11	18	246
Battlefield	24-nov-11	12	16	238
Battlefield	24-nov-11	13	17	263
Battlefield	24-nov-11	14	18	360
Battlefield	24-nov-11	15	22	395
Battlefield	24-nov-11	16	23	283
Battlefield	24-nov-11	17	28	322
Battlefield	24-nov-11	18	26	284
Battlefield	24-nov-11	19	30	398
Battlefield	24-nov-11	20	29	413
Battlefield	24-nov-11	21	27	415
Battlefield	24-nov-11	22	26	283
Battlefield	24-nov-11	23	23	319
Battlefield	25-nov-11	0	24	420
Battlefield	25-nov-11	1	26	441
Battlefield	25-nov-11	2	24	345
Battlefield	25-nov-11	3	20	303
Battlefield	25-nov-11	4	30	406
Battlefield	25-nov-11	5	29	346
Battlefield	25-nov-11	6	29	400
Battlefield	25-nov-11	7	26	375
Battlefield	25-nov-11	8	21	307
Battlefield	25-nov-11	9	17	239
Battlefield	25-nov-11	10	18	222
Battlefield	25-nov-11	11	19	217
Battlefield	25-nov-11	12	18	253
Battlefield	25-nov-11	13	20	257
Battlefield	25-nov-11	14	24	265
Battlefield	25-nov-11	15	26	250
Battlefield	25-nov-11	16	27	283
Battlefield	25-nov-11	17	25	314
Battlefield	25-nov-11	18	23	280
Battlefield	25-nov-11	19	21	346
Battlefield	25-nov-11	20	21	461
Battlefield	25-nov-11	21	27	512
Battlefield	25-nov-11	22	33	302
Battlefield	25-nov-11	23	31	348
Battlefield	26-nov-11	0	30	382
Battlefield	26-nov-11	1	27	431
Battlefield	26-nov-11	2	22	322
Battlefield	26-nov-11	3	24	306
Battlefield	26-nov-11	4	27	367
Battlefield	26-nov-11	5	26	259
Battlefield	26-nov-11	6	25	251
Battlefield	26-nov-11	7	20	201
Battlefield	26-nov-11	8	18	130
Battlefield	26-nov-11	9	17	184
Battlefield	26-nov-11	10	15	182
Battlefield	26-nov-11	11	23	240
Battlefield	26-nov-11	12	20	212
Battlefield	26-nov-11	13	19	235
Battlefield	26-nov-11	14	22	223
Battlefield	26-nov-11	15	22	256
Battlefield	26-nov-11	16	25	278
Battlefield	26-nov-11	17	23	266
Battlefield	26-nov-11	18	23	271
Battlefield	26-nov-11	19	24	296
Battlefield	26-nov-11	20	23	346
Battlefield	26-nov-11	21	24	467
Battlefield	26-nov-11	22	22	472
Battlefield	26-nov-11	23	22	400
Battlefield	27-nov-11	0	19	426
Battlefield	27-nov-11	1	34	393
Battlefield	27-nov-11	2	30	486
Battlefield	27-nov-11	3	33	593
Battlefield	27-nov-11	4	34	513
Battlefield	27-nov-11	5	33	546
Battlefield	27-nov-11	6	19	357
Battlefield	27-nov-11	7	21	431
Battlefield	27-nov-11	8	21	338
Battlefield	27-nov-11	9	21	364
Battlefield	27-nov-11	10	22	415
Battlefield	27-nov-11	11	20	295
Battlefield	27-nov-11	12	20	318
Battlefield	27-nov-11	13	21	429
Battlefield	27-nov-11	14	20	488
Battlefield	27-nov-11	15	24	290
Battlefield	27-nov-11	16	21	374
Battlefield	27-nov-11	17	23	321
Battlefield	27-nov-11	18	20	333
Battlefield	27-nov-11	19	28	441
Battlefield	27-nov-11	20	31	577
Battlefield	27-nov-11	21	35	574
Battlefield	27-nov-11	22	35	576
Battlefield	27-nov-11	23	34	543
Battlefield	28-nov-11	0	29	425
Battlefield	28-nov-11	1	27	691
Battlefield	28-nov-11	2	20	649
Battlefield	28-nov-11	3	21	616
Battlefield	28-nov-11	4	18	592
Battlefield	28-nov-11	5	22	510
Battlefield	28-nov-11	6	19	300
Battlefield	28-nov-11	7	19	138
Battlefield	28-nov-11	8	21	132
Battlefield	28-nov-11	9	21	171
Battlefield	28-nov-11	10	16	237
Battlefield	28-nov-11	11	24	313
Battlefield	28-nov-11	12	24	272
Battlefield	28-nov-11	13	28	278
Battlefield	28-nov-11	14	27	509
Battlefield	28-nov-11	15	21	487
Battlefield	28-nov-11	16	24	565
Battlefield	28-nov-11	17	22	334
Battlefield	28-nov-11	18	22	331
Battlefield	28-nov-11	19	24	307
Battlefield	28-nov-11	20	25	452
Battlefield	28-nov-11	21	27	513
Battlefield	28-nov-11	22	28	538
Battlefield	28-nov-11	23	23	448
Battlefield	29-nov-11	0	26	478
Battlefield	29-nov-11	1	24	463
Battlefield	29-nov-11	2	27	454
Battlefield	29-nov-11	3	25	439
Battlefield	29-nov-11	4	28	213
Battlefield	29-nov-11	5	27	270
Battlefield	29-nov-11	6	34	615
Battlefield	29-nov-11	7	29	598
Battlefield	29-nov-11	8	18	468
Battlefield	29-nov-11	9	17	352
Battlefield	29-nov-11	10	15	253
Battlefield	29-nov-11	11	18	214
Battlefield	29-nov-11	12	17	211
Battlefield	29-nov-11	13	20	284
Battlefield	29-nov-11	14	20	442
Battlefield	29-nov-11	15	24	533
Battlefield	29-nov-11	16	21	534
Battlefield	29-nov-11	17	22	399
Battlefield	29-nov-11	18	27	382
Battlefield	29-nov-11	19	26	437
Battlefield	29-nov-11	20	29	635
Battlefield	29-nov-11	21	29	532
Battlefield	29-nov-11	22	24	420
Battlefield	29-nov-11	23	22	364
Battlefield	30-nov-11	0	24	433
Battlefield	30-nov-11	1	32	341
Battlefield	30-nov-11	2	34	435
Battlefield	30-nov-11	3	24	479
Battlefield	30-nov-11	4	27	470
Battlefield	30-nov-11	5	25	533
Battlefield	30-nov-11	6	26	163
Battlefield	30-nov-11	7	26	159
Battlefield	30-nov-11	8	18	132
Battlefield	30-nov-11	9	14	150
Battlefield	30-nov-11	10	18	218
Battlefield	30-nov-11	11	20	279
Battlefield	30-nov-11	12	20	255
Battlefield	30-nov-11	13	17	310
Battlefield	30-nov-11	14	24	311
Battlefield	30-nov-11	15	22	329
Battlefield	30-nov-11	16	21	332
Battlefield	30-nov-11	17	14	305
Battlefield	30-nov-11	18	19	601
Battlefield	30-nov-11	19	20	708
Battlefield	30-nov-11	20	19	748
Battlefield	30-nov-11	21	29	1232
Battlefield	30-nov-11	22	36	853
Battlefield	30-nov-11	23	34	934
Battlefield	01-Dec-11	0	31	668
Battlefield	01-Dec-11	1	32	358
Battlefield	01-Dec-11	2	20	351
Battlefield	01-Dec-11	3	21	475
Battlefield	01-Dec-11	4	31	903
Battlefield	01-Dec-11	5	36	821
Battlefield	01-Dec-11	6	31	692
Battlefield	01-Dec-11	7	30	495
Battlefield	01-Dec-11	8	23	296
Battlefield	01-Dec-11	9	24	256
Battlefield	01-Dec-11	10	18	257
Battlefield	01-Dec-11	11	19	292
Battlefield	01-Dec-11	12	18	278
Battlefield	01-Dec-11	13	21	238
Battlefield	01-Dec-11	14	20	248
Battlefield	01-Dec-11	15	23	246
Battlefield	01-Dec-11	16	25	296
Battlefield	01-Dec-11	17	28	342
